id,pert,gene,label
Uxt_Akr1a1,Uxt,Akr1a1,none
Hspa4_Ccl9,Hspa4,Ccl9,none
Hnrnpu_Ybx3,Hnrnpu,Ybx3,up
Tlr4_Selenow,Tlr4,Selenow,none
Qars_Chchd10,Qars,Chchd10,up
Rhoa_Creg1,Rhoa,Creg1,none
Tbk1_Il15,Tbk1,Il15,none
Rpp21_Aars,Rpp21,Aars,up
Derl2_Hspa5,Derl2,Hspa5,up
Wdr43_Tmem39a,Wdr43,Tmem39a,none
Igbp1_Polr1c,Igbp1,Polr1c,none
Rnf40_Nfe2l2,Rnf40,Nfe2l2,up
Rnf40_Rnf128,Rnf40,Rnf128,up
Hars_Prdx1,Hars,Prdx1,none
Lamtor2_Syngr1,Lamtor2,Syngr1,up
Hars_Postn,Hars,Postn,none
Ikbkb_Gpnmb,Ikbkb,Gpnmb,none
Elavl1_Ctsc,Elavl1,Ctsc,up
Cct5_Snhg15,Cct5,Snhg15,none
Cog3_Cd300ld,Cog3,Cd300ld,none
Sptlc1_Pou3f1,Sptlc1,Pou3f1,none
Sptssa_Tent5a,Sptssa,Tent5a,none
Trrap_Clec4a3,Trrap,Clec4a3,none
Spop_Pck2,Spop,Pck2,none
Nckap1l_Hsp90b1,Nckap1l,Hsp90b1,none
Rbm14_Slamf9,Rbm14,Slamf9,none
Il10rb_Sec11c,Il10rb,Sec11c,none
Nkap_Serping1,Nkap,Serping1,none
Virma_Gm44672,Virma,Gm44672,none
Syvn1_Polr2a,Syvn1,Polr2a,none
Orc4_Anxa3,Orc4,Anxa3,none
Ddx41_BC051226,Ddx41,BC051226,none
Ctdnep1_Man1c1,Ctdnep1,Man1c1,none
Syvn1_Lysmd2,Syvn1,Lysmd2,none
Ctdspl2_Vmp1,Ctdspl2,Vmp1,none
Il10ra_Prdx5,Il10ra,Prdx5,none
Med29_Stmn1,Med29,Stmn1,none
Zfp710_Sap30,Zfp710,Sap30,up
Pten_Actb,Pten,Actb,none
Ash2l_AA467197,Ash2l,AA467197,down
Rpl10_AI506816,Rpl10,AI506816,none
Vps18_Insig1,Vps18,Insig1,none
Alg2_Ube2cbp,Alg2,Ube2cbp,none
Snx13_Mmp12,Snx13,Mmp12,up
Ddost_S100a6,Ddost,S100a6,none
Klf6_Stab1,Klf6,Stab1,none
Dhx15_Brd2,Dhx15,Brd2,up
Bap1_Rp2,Bap1,Rp2,none
Tnpo3_Uqcc5,Tnpo3,Uqcc5,none
Wdr70_Gpnmb,Wdr70,Gpnmb,none
Stag2_Col18a1,Stag2,Col18a1,down
Syvn1_Pglyrp1,Syvn1,Pglyrp1,none
Wdr70_Utrn,Wdr70,Utrn,none
Cct5_Lipa,Cct5,Lipa,none
Mtor_Gapdh,Mtor,Gapdh,down
Tlr4_Serp1,Tlr4,Serp1,down
Gosr2_Sec24a,Gosr2,Sec24a,up
Pafah1b1_Ift20,Pafah1b1,Ift20,none
Rpn2_Dnajc3,Rpn2,Dnajc3,up
Tbk1_Rsad2,Tbk1,Rsad2,none
Rbbp6_Cd83,Rbbp6,Cd83,up
Usp39_Snhg4,Usp39,Snhg4,up
Tnfaip3_S100a6,Tnfaip3,S100a6,none
Med29_Msrb1,Med29,Msrb1,none
Smc3_Prdx5,Smc3,Prdx5,down
Actl6a_Sqstm1,Actl6a,Sqstm1,up
Ctdnep1_Gpr84,Ctdnep1,Gpr84,up
Rb1cc1_Oasl1,Rb1cc1,Oasl1,up
Rb1cc1_Lgals3,Rb1cc1,Lgals3,none
Dcaf7_Fcgr2b,Dcaf7,Fcgr2b,up
Pten_Plaur,Pten,Plaur,none
Virma_Mmp9,Virma,Mmp9,none
Vps39_1110038B12Rik,Vps39,1110038B12Rik,none
Nob1_Abca1,Nob1,Abca1,up
Cul3_Akr1a1,Cul3,Akr1a1,up
Kars_Timp2,Kars,Timp2,none
Sptssa_Lgals3,Sptssa,Lgals3,none
Ikbkb_Clec4a1,Ikbkb,Clec4a1,none
Scap_Saa3,Scap,Saa3,none
Rbm15_Ostc,Rbm15,Ostc,none
Cog3_Tmtc2,Cog3,Tmtc2,up
Traf6_Aldh9a1,Traf6,Aldh9a1,up
Dpy30_Ifrd1,Dpy30,Ifrd1,down
Dync1i2_Manf,Dync1i2,Manf,none
Slc33a1_Fcgr2b,Slc33a1,Fcgr2b,none
Atp6v1e1_Dock10,Atp6v1e1,Dock10,up
Med20_Ptafr,Med20,Ptafr,none
Snapc3_Sdc1,Snapc3,Sdc1,none
Fli1_Slco4a1,Fli1,Slco4a1,none
Runx1_C1qb,Runx1,C1qb,down
Zfp36_Hmox1,Zfp36,Hmox1,none
Ikbkb_Icam1,Ikbkb,Icam1,down
Prpf19_Adssl1,Prpf19,Adssl1,up
Pafah1b1_Gpr84,Pafah1b1,Gpr84,down
Rcl1_Gpnmb,Rcl1,Gpnmb,up
Syvn1_Hspa5,Syvn1,Hspa5,up
Zbtb17_Msrb1,Zbtb17,Msrb1,down
Usp39_Lmna,Usp39,Lmna,up
Rptor_Alox5ap,Rptor,Alox5ap,down
Gosr2_Slamf9,Gosr2,Slamf9,none
Dpm3_Gsdme,Dpm3,Gsdme,up
Rpl35_Cd69,Rpl35,Cd69,up
Wdr3_Dis3l2,Wdr3,Dis3l2,none
Mapk14_Stx3,Mapk14,Stx3,none
Nprl2_Glipr1,Nprl2,Glipr1,none
Eftud2_Gapdh,Eftud2,Gapdh,none
Pik3r4_Sec24b,Pik3r4,Sec24b,none
Hsp90b1_Hsp90b1,Hsp90b1,Hsp90b1,down
Nprl2_Krtcap2,Nprl2,Krtcap2,none
Ticam2_Ccrl2,Ticam2,Ccrl2,none
Spop_Fcgr2b,Spop,Fcgr2b,none
Ylpm1_Ftl1,Ylpm1,Ftl1,none
Dpm3_2310001H17Rik,Dpm3,2310001H17Rik,none
Cop1_Ccrl2,Cop1,Ccrl2,none
Sart3_S100a6,Sart3,S100a6,up
Tcp1_Tubb6,Tcp1,Tubb6,up
Rtf1_Arl6ip1,Rtf1,Arl6ip1,up
Pias1_Tmem176b,Pias1,Tmem176b,up
Cdc123_Pf4,Cdc123,Pf4,none
Tbk1_Mt2,Tbk1,Mt2,up
Rbck1_Gsto1,Rbck1,Gsto1,none
Gpn2_Ufl1,Gpn2,Ufl1,none
Rtf1_Parp3,Rtf1,Parp3,none
Rb1cc1_Selenop,Rb1cc1,Selenop,none
Med20_Brd2,Med20,Brd2,up
Nprl2_Ly6a,Nprl2,Ly6a,up
Nelfa_Ahnak,Nelfa,Ahnak,none
Ube4b_Oasl1,Ube4b,Oasl1,none
Wdr1_Selenow,Wdr1,Selenow,down
Uxt_Rpn1,Uxt,Rpn1,none
Rptor_Bdp1,Rptor,Bdp1,none
Rragc_Rnf185,Rragc,Rnf185,none
Urm1_Trib3,Urm1,Trib3,up
Med29_Bhlhe41,Med29,Bhlhe41,none
Lamtor2_Zdhhc23,Lamtor2,Zdhhc23,none
Nckap1l_Mcoln2,Nckap1l,Mcoln2,none
Urm1_Blvrb,Urm1,Blvrb,down
Mms22l_Mmp9,Mms22l,Mmp9,none
Pafah1b1_Plaur,Pafah1b1,Plaur,none
Usp39_Fap,Usp39,Fap,up
Cpsf4_Chchd10,Cpsf4,Chchd10,none
Ric1_Cd44,Ric1,Cd44,none
Ccdc22_Clec4e,Ccdc22,Clec4e,none
Vps18_Syngr1,Vps18,Syngr1,up
Rbbp6_2810001A02Rik,Rbbp6,2810001A02Rik,none
Sart3_Lmna,Sart3,Lmna,up
Cnot2_Akr1a1,Cnot2,Akr1a1,none
Med25_Prdx1,Med25,Prdx1,down
Spout1_Cd69,Spout1,Cd69,up
Toe1_Cd63,Toe1,Cd63,up
Tbc1d10b_1110038B12Rik,Tbc1d10b,1110038B12Rik,none
Wnk1_Ifi27,Wnk1,Ifi27,none
Chmp3_Il15,Chmp3,Il15,up
Atxn7l3_Cd81,Atxn7l3,Cd81,up
Ikbkb_Lgals3,Ikbkb,Lgals3,up
Virma_Sell,Virma,Sell,none
Setd2_Glrx,Setd2,Glrx,down
Cbll1_Gpr84,Cbll1,Gpr84,none
Ylpm1_Rab34,Ylpm1,Rab34,up
Ube2h_Sqstm1,Ube2h,Sqstm1,up
Ippk_Adgb,Ippk,Adgb,down
Snapc3_Snhg3,Snapc3,Snhg3,up
Dcaf7_Aif1,Dcaf7,Aif1,up
Nprl2_Npy,Nprl2,Npy,down
Hsp90b1_Psma6,Hsp90b1,Psma6,down
Pik3r4_Cflar,Pik3r4,Cflar,none
Adnp_Spata1,Adnp,Spata1,none
Fermt3_Cd72,Fermt3,Cd72,down
Dpm1_1110038B12Rik,Dpm1,1110038B12Rik,none
Nol10_Uchl1,Nol10,Uchl1,down
Pias1_Osbpl3,Pias1,Osbpl3,none
Cmtr1_Selenow,Cmtr1,Selenow,up
Rbm14_Scpep1,Rbm14,Scpep1,none
Sec63_C3,Sec63,C3,none
Adnp_Mtdh,Adnp,Mtdh,up
Wdr43_Ifih1,Wdr43,Ifih1,up
Cog5_Cd69,Cog5,Cd69,none
Wdr1_Mmp12,Wdr1,Mmp12,up
Rhoa_Rnf128,Rhoa,Rnf128,none
Sephs1_Adgre5,Sephs1,Adgre5,none
Zfp36_Sec11c,Zfp36,Sec11c,none
Scap_Ctsc,Scap,Ctsc,down
Runx1_Apol8,Runx1,Apol8,none
Dync1i2_Cxcl2,Dync1i2,Cxcl2,none
Klf6_Il15,Klf6,Il15,none
Psmd4_Mgst1,Psmd4,Mgst1,up
Yy1_Maf,Yy1,Maf,none
Cdc123_Dnase1l1,Cdc123,Dnase1l1,none
Syvn1_Cxcl2,Syvn1,Cxcl2,none
Nolc1_St3gal5,Nolc1,St3gal5,none
Ptpn11_Hmox1,Ptpn11,Hmox1,down
Ints1_Ifi47,Ints1,Ifi47,none
Tnfrsf1a_4833417C18Rik,Tnfrsf1a,4833417C18Rik,none
Mau2_Hpgds,Mau2,Hpgds,none
Fth1_Akr1a1,Fth1,Akr1a1,up
Hspa4_Polr2g,Hspa4,Polr2g,none
Rpl10_Cd69,Rpl10,Cd69,up
Xpo1_Ifit2,Xpo1,Ifit2,none
Psmd4_Tlr2,Psmd4,Tlr2,up
Rbbp6_Trem2,Rbbp6,Trem2,up
Pik3c3_Pgk1,Pik3c3,Pgk1,none
Nprl2_Manf,Nprl2,Manf,none
Il10rb_Lnpep,Il10rb,Lnpep,none
Ehmt2_Aif1,Ehmt2,Aif1,none
Cd14_Cav1,Cd14,Cav1,down
Yy1_H2-Q7,Yy1,H2-Q7,none
Prpf6_2310001H17Rik,Prpf6,2310001H17Rik,none
Rela_Gsdme,Rela,Gsdme,none
Wdr3_Cotl1,Wdr3,Cotl1,down
Smc3_B4galt5,Smc3,B4galt5,none
Tbk1_Procr,Tbk1,Procr,up
Trappc8_Rabac1,Trappc8,Rabac1,up
Med25_Folr2,Med25,Folr2,down
Mafb_C1qb,Mafb,C1qb,down
Rbbp6_2300009A05Rik,Rbbp6,2300009A05Rik,up
Gpn2_Saa3,Gpn2,Saa3,down
Cdkn1a_Nampt,Cdkn1a,Nampt,none
Atp6v1b2_Alcam,Atp6v1b2,Alcam,up
Jtb_Tcf4,Jtb,Tcf4,none
Usp39_Zfp655,Usp39,Zfp655,none
Tbc1d10b_Cd36,Tbc1d10b,Cd36,none
Qars_Ckb,Qars,Ckb,down
Fermt3_Cacna1d,Fermt3,Cacna1d,up
Cdc42_Plaur,Cdc42,Plaur,up
Cwc15_Cct6a,Cwc15,Cct6a,none
Adnp_Uchl1,Adnp,Uchl1,down
Myd88_Alox5ap,Myd88,Alox5ap,none
Hsp90b1_Npy,Hsp90b1,Npy,none
Taf5l_Dnajc3,Taf5l,Dnajc3,none
Atxn7l3_Hsp90b1,Atxn7l3,Hsp90b1,none
Bap1_Cav1,Bap1,Cav1,none
Nol10_Abca7,Nol10,Abca7,none
Dpm3_Aldh9a1,Dpm3,Aldh9a1,none
Cmtr1_Gsta3,Cmtr1,Gsta3,none
Bloc1s1_Mmp12,Bloc1s1,Mmp12,up
Hspa4_Acod1,Hspa4,Acod1,none
Srcap_Slamf9,Srcap,Slamf9,none
Kars_Cd72,Kars,Cd72,down
Rab7_Sat1,Rab7,Sat1,up
Polr1f_Serpinb6a,Polr1f,Serpinb6a,none
Vps33a_Akr1a1,Vps33a,Akr1a1,up
Spout1_Cmpk2,Spout1,Cmpk2,up
Nelfcd_Doc2g,Nelfcd,Doc2g,none
Tmem258_Creld2,Tmem258,Creld2,up
Mtor_Chchd10,Mtor,Chchd10,none
Med29_Ahnak,Med29,Ahnak,none
Psmd4_C3,Psmd4,C3,none
Stk11_Thbs1,Stk11,Thbs1,up
Prpf6_Zfat,Prpf6,Zfat,up
Hsp90b1_Fxyd2,Hsp90b1,Fxyd2,none
Ylpm1_Cd81,Ylpm1,Cd81,up
Gspt1_Rsad2,Gspt1,Rsad2,none
Rack1_H3f3b,Rack1,H3f3b,up
Tlr4_Ccnd1,Tlr4,Ccnd1,up
Nolc1_Gm43573,Nolc1,Gm43573,none
Rbck1_Folr2,Rbck1,Folr2,none
Wdr5_Ms4a4c,Wdr5,Ms4a4c,down
Rela_Gtpbp2,Rela,Gtpbp2,none
Hsp90b1_Gpr84,Hsp90b1,Gpr84,none
Pafah1b1_Fcgr2b,Pafah1b1,Fcgr2b,down
Rps26_Manf,Rps26,Manf,down
Spop_Cacna1d,Spop,Cacna1d,up
Gpn2_Il1rn,Gpn2,Il1rn,down
Pdcd10_Btg1,Pdcd10,Btg1,up
Syvn1_Manf,Syvn1,Manf,up
Cct3_Armcx6,Cct3,Armcx6,none
Ndc80_Adssl1,Ndc80,Adssl1,none
Mta2_Hspa1b,Mta2,Hspa1b,up
Cog3_Prdx5,Cog3,Prdx5,none
Uvrag_Tiparp,Uvrag,Tiparp,none
Cog3_Manf,Cog3,Manf,up
Rbm14_Fgl2,Rbm14,Fgl2,none
Virma_Prdx1,Virma,Prdx1,up
Nol10_Gpr84,Nol10,Gpr84,down
Srsf7_Gsto1,Srsf7,Gsto1,none
Dda1_Sntb2,Dda1,Sntb2,up
Il10ra_Rnf128,Il10ra,Rnf128,none
Ptpn11_Gm31904,Ptpn11,Gm31904,none
Igbp1_Asph,Igbp1,Asph,none
Ehmt2_Lrp12,Ehmt2,Lrp12,up
Il10rb_Mmp12,Il10rb,Mmp12,none
Cul3_Elmod2,Cul3,Elmod2,none
Bap1_Adssl1,Bap1,Adssl1,up
Tnfrsf1a_Arhgap15,Tnfrsf1a,Arhgap15,up
Pik3c3_Gsta3,Pik3c3,Gsta3,up
Gosr2_Iars,Gosr2,Iars,up
Mnt_Icam1,Mnt,Icam1,none
Orc4_Stk17b,Orc4,Stk17b,up
Strap_Blnk,Strap,Blnk,down
Med25_Blvrb,Med25,Blvrb,none
Tut1_Ahnak,Tut1,Ahnak,up
Slc33a1_Rsad2,Slc33a1,Rsad2,none
Rptor_Rnf167,Rptor,Rnf167,none
Med25_Ttyh2,Med25,Ttyh2,none
Dcaf7_Actb,Dcaf7,Actb,none
Ctdspl2_Slfn4,Ctdspl2,Slfn4,up
Il10ra_Odc1,Il10ra,Odc1,none
Rab7_Pmp22,Rab7,Pmp22,down
Med29_Tcf7l2,Med29,Tcf7l2,up
Oxsr1_Hpgds,Oxsr1,Hpgds,down
Nop16_Dner,Nop16,Dner,none
Srsf10_Nop10,Srsf10,Nop10,none
Cwc15_Heph,Cwc15,Heph,none
Rpl4_Ints7,Rpl4,Ints7,none
Tut1_Gphn,Tut1,Gphn,none
Tlr4_Tgtp2,Tlr4,Tgtp2,none
Ddx6_Apobec1,Ddx6,Apobec1,up
Nprl2_Mmp14,Nprl2,Mmp14,none
Dad1_Manf,Dad1,Manf,up
Toe1_Ly9,Toe1,Ly9,none
Rbm14_Cxcl2,Rbm14,Cxcl2,none
Acin1_Cd69,Acin1,Cd69,none
Ptpn11_Ccl2,Ptpn11,Ccl2,down
Rpl35_Dnajb9,Rpl35,Dnajb9,none
Msto1_Gpnmb,Msto1,Gpnmb,none
Mta2_H2aj,Mta2,H2aj,none
Snrnp27_S100a11,Snrnp27,S100a11,up
Nckap1l_Nckap1l,Nckap1l,Nckap1l,down
Nop16_Cd44,Nop16,Cd44,up
Il10rb_Tmed1,Il10rb,Tmed1,none
Fth1_Oasl1,Fth1,Oasl1,none
Rb1cc1_Sec11c,Rb1cc1,Sec11c,none
Rb1cc1_Irgm1,Rb1cc1,Irgm1,none
Rps19_Sqstm1,Rps19,Sqstm1,none
Rps26_Slc25a4,Rps26,Slc25a4,none
Rab7_Ebi3,Rab7,Ebi3,none
Nrbf2_Blvrb,Nrbf2,Blvrb,up
Sec62_Sqstm1,Sec62,Sqstm1,none
Rbck1_Icam1,Rbck1,Icam1,down
Cdc123_Vcl,Cdc123,Vcl,none
Rps26_Blvrb,Rps26,Blvrb,down
Rrp1_Ifit2,Rrp1,Ifit2,none
Wdr3_Gclm,Wdr3,Gclm,none
Sptlc1_Dock10,Sptlc1,Dock10,none
Nfyc_BC051226,Nfyc,BC051226,up
Wdr43_Cd36,Wdr43,Cd36,up
Cog5_Ccl7,Cog5,Ccl7,none
Cd14_Rnf19a,Cd14,Rnf19a,up
Msto1_Batf,Msto1,Batf,down
Rhoa_Ezr,Rhoa,Ezr,up
Rragc_Pip4k2b,Rragc,Pip4k2b,none
Yrdc_Akr1a1,Yrdc,Akr1a1,none
Prpf19_Arf2,Prpf19,Arf2,none
Srsf10_Ifit3,Srsf10,Ifit3,none
Mbd2_Ociad2,Mbd2,Ociad2,up
Syvn1_Hrc,Syvn1,Hrc,none
Ccdc22_Klhdc9,Ccdc22,Klhdc9,none
Sec63_Lpxn,Sec63,Lpxn,none
Rack1_Cxcl2,Rack1,Cxcl2,none
Msto1_S100a6,Msto1,S100a6,none
Tbk1_Actb,Tbk1,Actb,none
Rrp1_Enpp4,Rrp1,Enpp4,none
Cbll1_Gclm,Cbll1,Gclm,up
Rragc_Pmp22,Rragc,Pmp22,up
Ss18_Fgl2,Ss18,Fgl2,down
Scap_Tmem178,Scap,Tmem178,none
Sel1l_Auts2,Sel1l,Auts2,none
Wdr3_Ifih1,Wdr3,Ifih1,up
Rps19_Eif5,Rps19,Eif5,up
Nelfa_Lpcat1,Nelfa,Lpcat1,none
Spout1_Gbp5,Spout1,Gbp5,up
Cul3_Gbe1,Cul3,Gbe1,up
Ptpn2_S100a10,Ptpn2,S100a10,none
Xpo1_Calr,Xpo1,Calr,none
Pfdn6_Slc25a26,Pfdn6,Slc25a26,none
Setd2_Lpp,Setd2,Lpp,up
Nprl2_Clec4e,Nprl2,Clec4e,none
Hyou1_Lgals3,Hyou1,Lgals3,none
Cct5_F830208F22Rik,Cct5,F830208F22Rik,none
Myd88_Osbpl8,Myd88,Osbpl8,up
Nrbf2_Ftl1,Nrbf2,Ftl1,none
Gosr2_Ctla2a,Gosr2,Ctla2a,none
Cnot2_Sat1,Cnot2,Sat1,up
Cdkn1a_Smc4,Cdkn1a,Smc4,up
Rela_Igsf6,Rela,Igsf6,down
Ptpn11_S100a6,Ptpn11,S100a6,down
Wdr43_Siglece,Wdr43,Siglece,none
Lamtor2_Intu,Lamtor2,Intu,none
Qars_S100a10,Qars,S100a10,none
Fermt3_Fam135a,Fermt3,Fam135a,none
Kars_Scpep1,Kars,Scpep1,up
Ylpm1_Selenow,Ylpm1,Selenow,down
Rptor_Saa3,Rptor,Saa3,none
Ric1_Creg1,Ric1,Creg1,none
Kars_Kitl,Kars,Kitl,none
Hspa4_Atf5,Hspa4,Atf5,none
Mta2_Cd300ld,Mta2,Cd300ld,none
Ctdnep1_Tmeff1,Ctdnep1,Tmeff1,up
Dcaf7_Fpr2,Dcaf7,Fpr2,up
Mau2_Rarg,Mau2,Rarg,none
Dync1i2_Abca1,Dync1i2,Abca1,none
Zfp36_Nabp1,Zfp36,Nabp1,none
Nelfcd_Actb,Nelfcd,Actb,none
Rps26_Gpr84,Rps26,Gpr84,down
Dpm1_Rcor3,Dpm1,Rcor3,none
Tcp1_Reep3,Tcp1,Reep3,up
Kars_Lgals1,Kars,Lgals1,none
Wdr43_Nampt,Wdr43,Nampt,up
Snx14_Pdia3,Snx14,Pdia3,none
Fbxo11_Mthfd2,Fbxo11,Mthfd2,none
Trrap_Afp,Trrap,Afp,none
Snrnp70_Cav1,Snrnp70,Cav1,none
Rb1cc1_Ftl1,Rb1cc1,Ftl1,none
Tbc1d10b_Gpr84,Tbc1d10b,Gpr84,down
Rps5_Gpr84,Rps5,Gpr84,down
Stag2_Gadd45b,Stag2,Gadd45b,none
Ctdspl2_Gclm,Ctdspl2,Gclm,none
Mta2_Creg1,Mta2,Creg1,none
Atp6v1b2_Zfand5,Atp6v1b2,Zfand5,none
Rtf1_2310001H17Rik,Rtf1,2310001H17Rik,up
Pik3c3_Snhg3,Pik3c3,Snhg3,none
Gtf2a2_Cd36,Gtf2a2,Cd36,none
Mapk14_Ebi3,Mapk14,Ebi3,up
Trappc8_Cntln,Trappc8,Cntln,none
Adnp_Prdx1,Adnp,Prdx1,none
Runx1_2310001H17Rik,Runx1,2310001H17Rik,none
Wdr3_Dock10,Wdr3,Dock10,none
Cct2_Gbp5,Cct2,Gbp5,none
Ash2l_Acod1,Ash2l,Acod1,down
Ylpm1_Ebi3,Ylpm1,Ebi3,none
Sephs1_Serp1,Sephs1,Serp1,none
Smc3_AA467197,Smc3,AA467197,down
Cog5_Fgl2,Cog5,Fgl2,down
Rpl4_Syngr1,Rpl4,Syngr1,none
Mms22l_Ckb,Mms22l,Ckb,none
Tgif1_Cd63,Tgif1,Cd63,none
Gpn2_Gm15614,Gpn2,Gm15614,none
Ddx6_Ddit3,Ddx6,Ddit3,none
Scap_Icam1,Scap,Icam1,none
Wdr1_Tpm2,Wdr1,Tpm2,up
Mideas_Dhrs3,Mideas,Dhrs3,up
Chmp5_Procr,Chmp5,Procr,up
Strap_Socs3,Strap,Socs3,none
Ehmt2_Plekha3,Ehmt2,Plekha3,none
Hnrnpu_Sqstm1,Hnrnpu,Sqstm1,up
Polr1f_1110038B12Rik,Polr1f,1110038B12Rik,up
Dcaf13_Eif5,Dcaf13,Eif5,up
Actl6a_Manf,Actl6a,Manf,none
Trrap_Col18a1,Trrap,Col18a1,none
Zfp710_Med29,Zfp710,Med29,none
Xpo1_Lipa,Xpo1,Lipa,none
Pik3r4_Akr1a1,Pik3r4,Akr1a1,up
Nob1_Cxcl2,Nob1,Cxcl2,none
Rbbp6_Mir142hg,Rbbp6,Mir142hg,up
Pfdn6_Saa3,Pfdn6,Saa3,down
Wdr3_Stmn1,Wdr3,Stmn1,down
Setd2_Pf4,Setd2,Pf4,up
Cog3_Dhcr24,Cog3,Dhcr24,up
Dpy30_H3f3b,Dpy30,H3f3b,none
Rpp21_Eif4ebp1,Rpp21,Eif4ebp1,up
Yy1_Spats2,Yy1,Spats2,up
Pfdn6_Hmox1,Pfdn6,Hmox1,down
Prpf19_8030451A03Rik,Prpf19,8030451A03Rik,none
Rb1cc1_Prdx1,Rb1cc1,Prdx1,up
Qars_Phlpp1,Qars,Phlpp1,none
Tbc1d10b_Odc1,Tbc1d10b,Odc1,none
Acin1_Plekha2,Acin1,Plekha2,none
Kdsr_Ifrd1,Kdsr,Ifrd1,up
Igbp1_Gbp5,Igbp1,Gbp5,none
Rnf40_Nrp1,Rnf40,Nrp1,up
Snrnp70_Syngr1,Snrnp70,Syngr1,up
Meaf6_Epb41l4aos,Meaf6,Epb41l4aos,none
Vps18_Creg1,Vps18,Creg1,up
Pafah1b1_Pilra,Pafah1b1,Pilra,down
Sptssa_Itga4,Sptssa,Itga4,none
Tnpo3_Taldo1,Tnpo3,Taldo1,up
Nkap_Gm26839,Nkap,Gm26839,none
Nrbf2_Cxcl2,Nrbf2,Cxcl2,up
Pdcd10_Adgre5,Pdcd10,Adgre5,up
Ints1_Eif5,Ints1,Eif5,none
Pik3c3_Shld1,Pik3c3,Shld1,none
Klf6_Rgs1,Klf6,Rgs1,up
Cct3_Pprc1,Cct3,Pprc1,none
Ikzf1_Rnd1,Ikzf1,Rnd1,up
Dda1_Lgals3,Dda1,Lgals3,none
Mms22l_Oasl1,Mms22l,Oasl1,down
Chmp3_Akr1a1,Chmp3,Akr1a1,none
Nelfcd_Kctd12,Nelfcd,Kctd12,up
Cdc123_Pmp22,Cdc123,Pmp22,none
Mcm4_Cd72,Mcm4,Cd72,none
Rbck1_Cmpk2,Rbck1,Cmpk2,none
Med25_Socs1,Med25,Socs1,up
Rtf1_Tnfaip2,Rtf1,Tnfaip2,none
Nfyc_Tnfsf9,Nfyc,Tnfsf9,none
Zfp36_Lztfl1,Zfp36,Lztfl1,down
Cct2_Gapdh,Cct2,Gapdh,down
Nop16_Neat1,Nop16,Neat1,none
Srsf10_Timp2,Srsf10,Timp2,none
Uxt_Fam111a,Uxt,Fam111a,up
Srsf10_Ddit3,Srsf10,Ddit3,none
Pias1_Tnfrsf21,Pias1,Tnfrsf21,none
Gspt1_Npy,Gspt1,Npy,down
Pfdn6_Pttg1,Pfdn6,Pttg1,none
Sel1l_Herpud1,Sel1l,Herpud1,up
Sec62_Acsbg3,Sec62,Acsbg3,none
Ddost_Eif4ebp1,Ddost,Eif4ebp1,none
Ss18_Ckb,Ss18,Ckb,none
Snrnp70_Stard9,Snrnp70,Stard9,none
Cd14_Dcxr,Cd14,Dcxr,down
Nol10_Crip1,Nol10,Crip1,down
Nkap_Acadl,Nkap,Acadl,none
Rps5_Cxcl2,Rps5,Cxcl2,none
Il10ra_Saa3,Il10ra,Saa3,down
Cwc15_Cd300c2,Cwc15,Cd300c2,down
Wdr3_Ahnak,Wdr3,Ahnak,none
Rhoa_Gclm,Rhoa,Gclm,none
Ccdc22_Nr1h3,Ccdc22,Nr1h3,up
Lamtor2_Kcnk12,Lamtor2,Kcnk12,none
Cnot2_Calr,Cnot2,Calr,none
Fbxo11_Bcl6,Fbxo11,Bcl6,down
Nrbf2_Azin1,Nrbf2,Azin1,none
Atg101_Oasl1,Atg101,Oasl1,up
Bap1_Card19,Bap1,Card19,up
Dpy30_Exoc6b,Dpy30,Exoc6b,up
Slc33a1_Oasl1,Slc33a1,Oasl1,none
Rab7_Ifi213,Rab7,Ifi213,none
Brd2_H3f3b,Brd2,H3f3b,up
Prpf6_Ccdc138,Prpf6,Ccdc138,up
Orc4_Gm15987,Orc4,Gm15987,up
Ptpn2_Upp1,Ptpn2,Upp1,up
Ptpa_Prss50,Ptpa,Prss50,none
Dpy30_Lipa,Dpy30,Lipa,none
Atp6v1a_Lipa,Atp6v1a,Lipa,up
Ctdspl2_Lrrc8dos,Ctdspl2,Lrrc8dos,none
Nelfb_Nceh1,Nelfb,Nceh1,none
Kdsr_Trpm7,Kdsr,Trpm7,none
Snrnp27_Psma6,Snrnp27,Psma6,none
Wnk1_Oasl1,Wnk1,Oasl1,none
Actl6a_Cd36,Actl6a,Cd36,up
Wnk1_Plaur,Wnk1,Plaur,up
Ints1_Naip5,Ints1,Naip5,none
Dync1i2_Ifit2,Dync1i2,Ifit2,none
Wtap_Gm17276,Wtap,Gm17276,none
Traf6_Ly6a,Traf6,Ly6a,none
Sptssa_Sat1,Sptssa,Sat1,none
Pfdn6_Brd2,Pfdn6,Brd2,up
Gtf2a2_Dnajc3,Gtf2a2,Dnajc3,none
Gtf2a2_Ina,Gtf2a2,Ina,none
Uvrag_Folr2,Uvrag,Folr2,down
Ccdc22_Lancl3,Ccdc22,Lancl3,none
Rpl35_Trim30c,Rpl35,Trim30c,up
Qars_Rnf128,Qars,Rnf128,none
Gosr2_Blvrb,Gosr2,Blvrb,none
Snx14_Lmna,Snx14,Lmna,none
Strap_1110038B12Rik,Strap,1110038B12Rik,up
Cct5_Maf,Cct5,Maf,up
Cwc15_Lgals3,Cwc15,Lgals3,up
